CidAdaptadaId;Codigo;Diagnostico
10719;X304;Exposição a calor natural excessivo - rua e estrada
10720;X305;Exposição a calor natural excessivo - áreas de comércio e de serviços
10721;X306;Exposição a calor natural excessivo - áreas industriais e em construção
10722;X307;Exposição a calor natural excessivo - fazenda
10723;X308;Exposição a calor natural excessivo - outros locais especificados
10724;X309;Exposição a calor natural excessivo - local não especificado
10725;X310;Exposição a frio natural excessivo - residência
10726;X311;Exposição a frio natural excessivo - habitação coletiva
10727;X312;Exposição a frio natural excessivo - escolas, outras instituições e áreas de administração pública
10728;X313;Exposição a frio natural excessivo - área para a prática de esportes e atletismo
10729;X314;Exposição a frio natural excessivo - rua e estrada
10730;X315;Exposição a frio natural excessivo - áreas de comércio e de serviços
10731;X316;Exposição a frio natural excessivo - áreas industriais e em construção
10732;X317;Exposição a frio natural excessivo - fazenda
10733;X318;Exposição a frio natural excessivo - outros locais especificados
10734;X319;Exposição a frio natural excessivo - local não especificado
10735;X320;Exposição à luz solar - residência
10736;X321;Exposição à luz solar - habitação coletiva
10737;X322;Exposição à luz solar - escolas, outras instituições e áreas de administração pública
10738;X323;Exposição à luz solar - área para a prática de esportes e atletismo
10739;X324;Exposição à luz solar - rua e estrada
10740;X325;Exposição à luz solar - áreas de comércio e de serviços
10741;X326;Exposição à luz solar - áreas industriais e em construção
10742;X327;Exposição à luz solar - fazenda
10743;X328;Exposição à luz solar - outros locais especificados
10744;X329;Exposição à luz solar - local não especificado
10745;X330;Vítima de raio - residência
10746;X331;Vítima de raio - habitação coletiva
10747;X332;Vítima de raio - escolas, outras instituições e áreas de administração pública
10748;X333;Vítima de raio - área para a prática de esportes e atletismo
10749;X334;Vítima de raio - rua e estrada
10750;X335;Vítima de raio - áreas de comércio e de serviços
10751;X336;Vítima de raio - áreas industriais e em construção
10752;X337;Vítima de raio - fazenda
10753;X338;Vítima de raio - outros locais especificados
10754;X339;Vítima de raio - local não especificado
10755;X340;Vítima de terremoto - residência
10756;X341;Vítima de terremoto - habitação coletiva
10757;X342;Vítima de terremoto - escolas, outras instituições e áreas de administração pública
10758;X343;Vítima de terremoto - área para a prática de esportes e atletismo
10759;X344;Vítima de terremoto - rua e estrada
10760;X345;Vítima de terremoto - áreas de comércio e de serviços
10761;X346;Vítima de terremoto - áreas industriais e em construção
10762;X347;Vítima de terremoto - fazenda
10763;X348;Vítima de terremoto - outros locais especificados
10764;X349;Vítima de terremoto - local não especificado
10765;X350;Vítima de erupção vulcânica - residência
10766;X351;Vítima de erupção vulcânica - habitação coletiva
10767;X352;Vítima de erupção vulcânica - escolas, outras instituições e áreas de administração pública
10768;X353;Vítima de erupção vulcânica - área para a prática de esportes e atletismo
10769;X354;Vítima de erupção vulcânica - rua e estrada
10770;X355;Vítima de erupção vulcânica - áreas de comércio e de serviços
10771;X356;Vítima de erupção vulcânica - áreas industriais e em construção
10772;X357;Vítima de erupção vulcânica - fazenda
10773;X358;Vítima de erupção vulcânica - outros locais especificados
10774;X359;Vítima de erupção vulcânica - local não especificado
10775;X360;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - residência
10776;X361;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - habitação coletiva
10777;X362;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - escolas, outras instituições e áreas de administração pública
10778;X363;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - área para a prática de esportes e atletismo
10779;X364;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - rua e estrada
10780;X365;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - áreas de comércio e de serviços
10781;X366;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - áreas industriais e em construção
10782;X367;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - fazenda
10783;X368;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - outros locais especificados
10784;X369;Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - local não especificado
10785;X370;Vítima de tempestade cataclísmica - residência
10786;X371;Vítima de tempestade cataclísmica - habitação coletiva
10787;X372;Vítima de tempestade cataclísmica - escolas, outras instituições e áreas de administração pública
10788;X373;Vítima de tempestade cataclísmica - área para a prática de esportes e atletismo
10789;X374;Vítima de tempestade cataclísmica - rua e estrada
10790;X375;Vítima de tempestade cataclísmica - áreas de comércio e de serviços
10791;X376;Vítima de tempestade cataclísmica - áreas industriais e em construção
10792;X377;Vítima de tempestade cataclísmica - fazenda
10793;X378;Vítima de tempestade cataclísmica - outros locais especificados
10794;X379;Vítima de tempestade cataclísmica - local não especificado
10795;X380;Vítima de inundação - residência
10796;X381;Vítima de inundação - habitação coletiva
10797;X382;Vítima de inundação - escolas, outras instituições e áreas de administração pública
10798;X383;Vítima de inundação - área para a prática de esportes e atletismo
10799;X384;Vítima de inundação - rua e estrada
10800;X385;Vítima de inundação - áreas de comércio e de serviços
10801;X386;Vítima de inundação - áreas industriais e em construção
10802;X387;Vítima de inundação - fazenda
10803;X388;Vítima de inundação - outros locais especificados
10804;X389;Vítima de inundação - local não especificado
10805;X390;Exposição a outras forças da natureza e às não especificadas - residência
10806;X391;Exposição a outras forças da natureza e às não especificadas - habitação coletiva
10807;X392;Exposição a outras forças da natureza e às não especificadas - escolas, outras instituições e áreas de administração pública
10808;X393;Exposição a outras forças da natureza e às não especificadas - área para a prática de esportes e atletismo
10809;X394;Exposição a outras forças da natureza e às não especificadas - rua e estrada
10810;X395;Exposição a outras forças da natureza e às não especificadas - áreas de comércio e de serviços
10811;X396;Exposição a outras forças da natureza e às não especificadas - áreas industriais e em construção
10812;X397;Exposição a outras forças da natureza e às não especificadas - fazenda
10813;X398;Exposição a outras forças da natureza e às não especificadas - outros locais especificados
10814;X399;Exposição a outras forças da natureza e às não especificadas - local não especificado
10815;X400;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - residência
10816;X401;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - habitação coletiva
10817;X402;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - escolas, outras instituições e áreas de administração pública
10818;X403;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - área para a prática de esportes e atletismo
10819;X404;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - rua e estrada
10820;X405;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas de comércio e de serviços
10821;X406;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas industriais e em construção
10822;X407;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - fazenda
10823;X408;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - outros locais especificados
10824;X409;Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - local não especificado
10825;X410;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - residência
10826;X411;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - habitação coletiva
10827;X412;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - escolas, outras instituições e áreas de administração pública
10828;X413;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - área para a prática de esportes e atletismo
10829;X414;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - rua e estrada
10830;X415;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - áreas de comércio e de serviços
10831;X416;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - áreas industriais e em construção
10832;X417;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - fazenda
10833;X418;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - outros locais especificados
10834;X419;Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - local não especificado
10835;X420;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - residência
10836;X421;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - habitação coletiva
10837;X422;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - escolas, outras instituições e áreas de administração pública
10838;X423;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - área para a prática de esportes e atletismo
10839;X424;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - rua e estrada
10840;X425;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas de comércio e de serviços
10841;X426;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas industriais e em construção
10842;X427;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - fazenda
10843;X428;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - outros locais especificados
10844;X429;Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - local não especificado
10845;X430;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência
10846;X431;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva
10847;X432;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública
10848;X433;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo
10849;X434;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada
10850;X435;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços
10851;X436;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção
10852;X437;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda
10853;X438;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados
10854;X439;Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado
10855;X440;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - residência
10856;X441;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - habitação coletiva
10857;X442;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - escolas, outras instituições e áreas de administração pública
10858;X443;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - área para a prática de esportes e atletismo
10859;X444;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - rua e estrada
10860;X445;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas de comércio e de serviços
10861;X446;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - áreas industriais e em construção
10862;X447;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - fazenda
10863;X448;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - outros locais especificados
10864;X449;Envenenamento [intoxicação] acidental por e exposição a outras drogas, medicamentos e substâncias biológicas não especificadas - local não especificado
10865;X450;Envenenamento [intoxicação] acidental por e exposição ao álcool - residência
10866;X451;Envenenamento [intoxicação] acidental por e exposição ao álcool - habitação coletiva
10867;X452;Envenenamento [intoxicação] acidental por e exposição ao álcool - escolas, outras instituições e áreas de administração pública
10868;X453;Envenenamento [intoxicação] acidental por e exposição ao álcool - área para a prática de esportes e atletismo
10869;X454;Envenenamento [intoxicação] acidental por e exposição ao álcool - rua e estrada
10870;X455;Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas de comércio e de serviços
10871;X456;Envenenamento [intoxicação] acidental por e exposição ao álcool - áreas industriais e em construção
10872;X457;Envenenamento [intoxicação] acidental por e exposição ao álcool - fazenda
10873;X458;Envenenamento [intoxicação] acidental por e exposição ao álcool - outros locais especificados
10874;X459;Envenenamento [intoxicação] acidental por e exposição ao álcool - local não especificado
10875;X460;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - residência
10876;X461;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - habitação coletiva
10877;X462;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública
10878;X463;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - área para a prática de esportes e atletismo
10879;X464;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - rua e estrada
10880;X465;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - áreas de comércio e de serviços
10881;X466;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - áreas industriais e em construção
10882;X467;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - fazenda
10883;X468;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - outros locais especificados
10884;X469;Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores - local não especificado
10885;X470;Intoxicação acidental por e exposição a outros gases e vapores - residência
10886;X471;Intoxicação acidental por e exposição a outros gases e vapores - habitação coletiva
10887;X472;Intoxicação acidental por e exposição a outros gases e vapores - escolas, outras instituições e áreas de administração pública
10888;X473;Intoxicação acidental por e exposição a outros gases e vapores - área para a prática de esportes e atletismo
10889;X474;Intoxicação acidental por e exposição a outros gases e vapores - rua e estrada
10890;X475;Intoxicação acidental por e exposição a outros gases e vapores - áreas de comércio e de serviços
10891;X476;Intoxicação acidental por e exposição a outros gases e vapores - áreas industriais e em construção
10892;X477;Intoxicação acidental por e exposição a outros gases e vapores - fazenda
10893;X478;Intoxicação acidental por e exposição a outros gases e vapores - outros locais especificados
10894;X479;Intoxicação acidental por e exposição a outros gases e vapores - local não especificado
10895;X480;Envenenamento [intoxicação] acidental por e exposição a pesticidas - residência
10896;X481;Envenenamento [intoxicação] acidental por e exposição a pesticidas - habitação coletiva
10897;X482;Envenenamento [intoxicação] acidental por e exposição a pesticidas - escolas, outras instituições e áreas de administração pública
10898;X483;Envenenamento [intoxicação] acidental por e exposição a pesticidas - área para a prática de esportes e atletismo
10899;X484;Envenenamento [intoxicação] acidental por e exposição a pesticidas - rua e estrada
10900;X485;Envenenamento [intoxicação] acidental por e exposição a pesticidas - áreas de comércio e de serviços
10901;X486;Envenenamento [intoxicação] acidental por e exposição a pesticidas - áreas industriais e em construção
10902;X487;Envenenamento [intoxicação] acidental por e exposição a pesticidas - fazenda
10903;X488;Envenenamento [intoxicação] acidental por e exposição a pesticidas - outros locais especificados
10904;X489;Envenenamento [intoxicação] acidental por e exposição a pesticidas - local não especificado
10905;X490;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - residência
10906;X491;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - habitação coletiva
10907;X492;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - escolas, outras instituições e áreas de administração pública
10908;X493;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - área para a prática de esportes e atletismo
10909;X494;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - rua e estrada
10910;X495;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - áreas de comércio e de serviços
10911;X496;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - áreas industriais e em construção
10912;X497;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - fazenda
10913;X498;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - outros locais especificados
10914;X499;Envenenamento [intoxicação] acidental por e exposição a outras substâncias químicas nocivas e às não especificadas - local não especificado
10915;X500;Excesso de exercícios e movimentos vigorosos ou repetitivos - residência
10916;X501;Excesso de exercícios e movimentos vigorosos ou repetitivos - habitação coletiva
10917;X502;Excesso de exercícios e movimentos vigorosos ou repetitivos - escolas, outras instituições e áreas de administração pública
10918;X503;Excesso de exercícios e movimentos vigorosos ou repetitivos - área para a prática de esportes e atletismo
10919;X504;Excesso de exercícios e movimentos vigorosos ou repetitivos - rua e estrada
10920;X505;Excesso de exercícios e movimentos vigorosos ou repetitivos - áreas de comércio e de serviços
10921;X506;Excesso de exercícios e movimentos vigorosos ou repetitivos - áreas industriais e em construção
10922;X507;Excesso de exercícios e movimentos vigorosos ou repetitivos - fazenda
10923;X508;Excesso de exercícios e movimentos vigorosos ou repetitivos - outros locais especificados
10924;X509;Excesso de exercícios e movimentos vigorosos ou repetitivos - local não especificado
10925;X510;Viagem e movimento - residência
10926;X511;Viagem e movimento - habitação coletiva
10927;X512;Viagem e movimento - escolas, outras instituições e áreas de administração pública
10928;X513;Viagem e movimento - área para a prática de esportes e atletismo
10929;X514;Viagem e movimento - rua e estrada
10930;X515;Viagem e movimento - áreas de comércio e de serviços
10931;X516;Viagem e movimento - áreas industriais e em construção
10932;X517;Viagem e movimento - fazenda
10933;X518;Viagem e movimento - outros locais especificados
10934;X519;Viagem e movimento - local não especificado
10935;X520;Estadia prolongada em ambiente agravitacional - residência
10936;X521;Estadia prolongada em ambiente agravitacional - habitação coletiva
10937;X522;Estadia prolongada em ambiente agravitacional - escolas, outras instituições e áreas de administração pública
10938;X523;Estadia prolongada em ambiente agravitacional - área para a prática de esportes e atletismo
10939;X524;Estadia prolongada em ambiente agravitacional - rua e estrada
10940;X525;Estadia prolongada em ambiente agravitacional - áreas de comércio e de serviços
10941;X526;Estadia prolongada em ambiente agravitacional - áreas industriais e em construção
10942;X527;Estadia prolongada em ambiente agravitacional - fazenda
10943;X528;Estadia prolongada em ambiente agravitacional - outros locais especificados
10944;X529;Estadia prolongada em ambiente agravitacional - local não especificado
10945;X530;Falta de alimento - residência
10946;X531;Falta de alimento - habitação coletiva
10947;X532;Falta de alimento - escolas, outras instituições e áreas de administração pública
10948;X533;Falta de alimento - área para a prática de esportes e atletismo
10949;X534;Falta de alimento - rua e estrada
10950;X535;Falta de alimento - áreas de comércio e de serviços
10951;X536;Falta de alimento - áreas industriais e em construção
10952;X537;Falta de alimento - fazenda
10953;X538;Falta de alimento - outros locais especificados
10954;X539;Falta de alimento - local não especificado
10955;X540;Falta de água - residência
10956;X541;Falta de água - habitação coletiva
10957;X542;Falta de água - escolas, outras instituições e áreas de administração pública
10958;X543;Falta de água - área para a prática de esportes e atletismo
10959;X544;Falta de água - rua e estrada
10960;X545;Falta de água - áreas de comércio e de serviços
10961;X546;Falta de água - áreas industriais e em construção
10962;X547;Falta de água - fazenda
10963;X548;Falta de água - outros locais especificados
10964;X549;Falta de água - local não especificado
10965;X570;Privação não especificada - residência
10966;X571;Privação não especificada - habitação coletiva
10967;X572;Privação não especificada - escolas, outras instituições e áreas de administração pública
10968;X573;Privação não especificada - área para a prática de esportes e atletismo
10969;X574;Privação não especificada - rua e estrada
10970;X575;Privação não especificada - áreas de comércio e de serviços
10971;X576;Privação não especificada - áreas industriais e em construção
10972;X577;Privação não especificada - fazenda
10973;X578;Privação não especificada - outros locais especificados
10974;X579;Privação não especificada - local não especificado
10975;X580;Exposição a outros fatores especificados - residência
10976;X581;Exposição a outros fatores especificados - habitação coletiva
10977;X582;Exposição a outros fatores especificados - escolas, outras instituições e áreas de administração pública
10978;X583;Exposição a outros fatores especificados - área para a prática de esportes e atletismo
10979;X584;Exposição a outros fatores especificados - rua e estrada
10980;X585;Exposição a outros fatores especificados - áreas de comércio e de serviços
10981;X586;Exposição a outros fatores especificados - áreas industriais e em construção
10982;X587;Exposição a outros fatores especificados - fazenda
10983;X588;Exposição a outros fatores especificados - outros locais especificados
10984;X589;Exposição a outros fatores especificados - local não especificado
10985;X590;Exposição a fator não especificado causando fratura
10986;X599;Exposição a fator não especificado causando outro tr|aumatismo e traumatismo não especificado
10987;X600;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - residência
10988;X601;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - habitação coletiva
10989;X602;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - escolas, outras instituições e áreas de administração pública
10990;X603;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - área para a prática de esportes e atletismo
10991;X604;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - rua e estrada
10992;X605;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas de comércio e de serviços
10993;X606;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas industriais e em construção
10994;X607;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - fazenda
10995;X608;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - outros locais especificados
10996;X609;Auto-intoxicação por e exposição, intencional, a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - local não especificado
10997;X610;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - residência
10998;X611;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - habitação coletiva
10999;X612;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - escolas, outras instituições e áreas de administração pública
11000;X613;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - área para a prática de esportes e atletismo
11001;X614;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - rua e estrada
11002;X615;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - áreas de comércio e de serviços
11003;X616;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - áreas industriais e em construção
11004;X617;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - fazenda
11005;X618;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - outros locais especificados
11006;X619;Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - local não especificado
11007;X620;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - residência
11008;X621;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - habitação coletiva
11009;X622;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - escolas, outras instituições e áreas de administração pública
11010;X623;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - área para a prática de esportes e atletismo
11011;X624;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - rua e estrada
11012;X625;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas de comércio e de serviços
11013;X626;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas industriais e em construção
11014;X627;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - fazenda
11015;X628;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - outros locais especificados
11016;X629;Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - local não especificado
11017;X630;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência
11018;X631;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva
11019;X632;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública
11020;X633;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo
11021;X634;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada
11022;X635;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços
11023;X636;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção
11024;X637;Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda
